,question_cod,question,all_alternatives,correct_alt,year,context,wrong_correct,correct_alternative,wrong_alternative
5187,Q422362,"O hipertextoDe acordo com Roger Laufer e Domenico Scavetta, textoé um conjunto de parágrafos que é, geralmente, lido linearmentedo começo ao fim. Para esse texto de tipo convencional, há trêsatributos cruciais: linearidade, demarcação e estabilidade.O hipertexto, por outro lado, leva os atributos do textoum pouco mais adiante. Segundo alguns teóricos, o hipertexto éum agrupamento de textos em meio digital, ligados por elossemânticos ancorados em uma palavra ou frase, promovendo umaleitura não-linear. Patrick Bazin diz que o hipertexto possui osseguintes elementos que extrapolam os limites do texto:digitalização de textos completos; possibilidade de examinar,arquivar e atualizar arquivos em tempo real; possibilidade deconectar uma sucessão de caracteres com qualquer outra sucessãode caracteres; acesso ultrarrápido por interfaces amigáveis e redesdo tipo Internet; rápido intercâmbio de comentários em fórunseletrônicos.Assim,hipertexto é um tipo de texto que se referencia aoutros textos e possibilita ao leitor ir ao encontro deles; é umdocumento eletrônico ligado a outros documentos eletrônicos(textos, gráficos, áudio,vídeo).Vicente Gosciola. Roteiro para as novasmídias. São Paulo: SENAC (com adaptações).A partir do texto acima e levando em consideração questõestécnicas e teóricas relativas a padronização editorial e a textos emmeio digital, julgue os itens de 105 a 115. A editoração dos textos em meio digital deve levar em conta que eles serão lidos de forma linear, embora tenham a sua comunicabilidade apoiada em recursos fáticos e visuais.",Certo | Errado,e,2010,,2,Certo,Errado
5188,Q422389,"O acesso à alimentação está aumentando a estatura dascrianças brasileiras. A pesquisa inédita Saúde Brasil 2008, doMinistério da Saúde, avaliou o crescimento da população everificou que, caso o Brasil mantenha o ritmo, a desnutrição serápraticamente nula entre 10 e 15 anos. O mesmo estudo mostrouque o risco de obesidade vem aumentando no país,principalmente entre os jovens do sexo masculino.""O aumento da altura do brasileiro é um reflexo damelhoria do padrão nutricional. Os investimentos em políticaspúblicas de distribuição de renda, de saneamento e de melhoriasna alimentação e nutrição contribuíram para avanços e superaçãoda desnutrição no país"", analisa uma das responsáveis pelapesquisa Saúde Brasil. Ela destaca que o crescimento na estaturadas crianças, o maior entre todas as faixas etárias, permite ao paísuma visão otimista quanto ao fim da desnutrição infantil,considerada um problema de saúde pública.A análise sobre a redução no deficitde altura mostra queas crianças brasileiras estão cada vez mais próximas do padrãointernacional estipulado pela Organização Mundial de Saúde, queé feito a partir das medidas de peso e altura de meninos e meninassadias.Os avanços são observados também na população adulta.O estudo comprova que o brasileiro está mais alto. As mulheresganharam 3,3 cm em 14 anos. Os homens, nesse período,aumentaram 1,9 cm no tamanho e chegaram a uma média de 1,70m em 2003 - contra 1,68 m em 1989. Entretanto, esse ganho dealtura entre os adultos ainda está abaixo do padrão mundial usadocomo referência.Combate à desnutrição faz deficit de altura cair mais de 75% emcrianças. Internet: (com adaptações).Com referência às ideias e à tipologia do texto acima, julgue ositens de 51 a 57. O texto é predominantemente argumentativo, pois defende a ideia de que o brasileiro está cada vez maior em estatura.",Certo | Errado,e,2010,,2,Certo,Errado
5189,Q422390,"O acesso à alimentação está aumentando a estatura dascrianças brasileiras. A pesquisa inédita Saúde Brasil 2008, doMinistério da Saúde, avaliou o crescimento da população everificou que, caso o Brasil mantenha o ritmo, a desnutrição serápraticamente nula entre 10 e 15 anos. O mesmo estudo mostrouque o risco de obesidade vem aumentando no país,principalmente entre os jovens do sexo masculino.""O aumento da altura do brasileiro é um reflexo damelhoria do padrão nutricional. Os investimentos em políticaspúblicas de distribuição de renda, de saneamento e de melhoriasna alimentação e nutrição contribuíram para avanços e superaçãoda desnutrição no país"", analisa uma das responsáveis pelapesquisa Saúde Brasil. Ela destaca que o crescimento na estaturadas crianças, o maior entre todas as faixas etárias, permite ao paísuma visão otimista quanto ao fim da desnutrição infantil,considerada um problema de saúde pública.A análise sobre a redução no deficitde altura mostra queas crianças brasileiras estão cada vez mais próximas do padrãointernacional estipulado pela Organização Mundial de Saúde, queé feito a partir das medidas de peso e altura de meninos e meninassadias.Os avanços são observados também na população adulta.O estudo comprova que o brasileiro está mais alto. As mulheresganharam 3,3 cm em 14 anos. Os homens, nesse período,aumentaram 1,9 cm no tamanho e chegaram a uma média de 1,70m em 2003 - contra 1,68 m em 1989. Entretanto, esse ganho dealtura entre os adultos ainda está abaixo do padrão mundial usadocomo referência.Combate à desnutrição faz deficit de altura cair mais de 75% emcrianças. Internet: (com adaptações).Com referência às ideias e à tipologia do texto acima, julgue ositens de 51 a 57. O texto mostra que apenas uma parcela da população brasileira obteve aumento de estatura suficiente para que o fato pudesse ser reconhecido internacionalmente.",Certo | Errado,c,2010,,2,Certo,Errado
5190,Q422398,"A respeito das ideias expressas no texto acima e de suasestruturas linguísticas, julgue os itens a seguir.Segundo o texto, a concepção de gênero é constituída na dinamicidade das relações de poder e de resistência construídas por diferentes discursos.",Certo | Errado,c,2010,,2,Certo,Errado
5191,Q422399,"A partir do texto acima, julgue os itens subsequentes.De acordo com o texto, os heróis, os mestres e os virtuosos são figuras idealizadas e constituídas a partir dos ideais de perfeição interiorizados por todos.",Certo | Errado,c,2010,,2,Certo,Errado
5192,Q422693,"Acerca do texto acima, das suas características e estruturas linguísticasO emprego do sinal de dois-pontos em ""é palpável:"" (l.5) justifica-se porque o trecho subsequente a esse sinal apresenta argumento comprobatório da afirmativa anterior.",Certo | Errado,c,2010,,2,Certo,Errado
5193,Q422695,"A respeito do texto acima e das suas estruturas linguísticas, julgue os itens que se seguem.O emprego de acento grave indicativo de crase em ""à saúde"" (l.9) justifica-se pela regência de ""desigualdade"" (l.9), que exige preposição, e pela presença de artigo definido feminino.",Certo | Errado,e,2010,,2,Certo,Errado
5194,Q422696,"Acerca do texto acima e dos seus aspectos linguísticos, julgue os itens a seguir.A substituição de ""pelo qual"" (l.11), pelo termo por que mantém a correção gramatical do período.",Certo | Errado,c,2010,,2,Certo,Errado
5195,Q422859,"Acerca do vocabulário e das estruturas linguísticas empregadosno texto II, julgue C ou E.A forma verbal resultar poderia ter sido corretamente empregada no lugar da forma ""dar"" (l.8), visto que, além de serem sinônimas, têm a mesma regência.",Certo | Errado,e,2010,,2,Certo,Errado
5196,Q422860,"Com relação ao texto II, julgue C ou E.No último parágrafo do texto, a comparação entre a obra de Rui Barbosa e o produto da indústria metalúrgica serve ao propósito de questionar a atribuição a esse intelectual do título de artista.",Certo | Errado,c,2010,,2,Certo,Errado
5197,Q422861,"Com relação ao poema, julgue C ou E.A forma ""dá"" é empregada no poema ora como verbo intransitivo, nos versos 19 e 27, por exemplo, ora como transitivo, nos versos 2 e 26.",Certo | Errado,e,2010,,2,Certo,Errado
5198,Q422862,"Com relação a vocabulário e aspectos gramaticais do texto IV,julgue C ou E.Na frase ""Quais as qualidades que formam não o incidental, mas o crítico competente?"" (l.8-9), o emprego da palavra de realce ""que"" e a oposição estabelecida por ""não..., mas"" são recursos de ênfase.",Certo | Errado,c,2010,,2,Certo,Errado
5199,Q422863,"Com relação a vocabulário e aspectos gramaticais do texto IV,julgue C ou E.O emprego do pronome ""nos"", no segmento ""tornaram-nos conhecidos"" (l.29), evidencia que o autor do texto se inclui entre os homens ""aceitos pela multidão"" (l.30).",Certo | Errado,e,2010,,2,Certo,Errado
5201,Q422865,"A respeito das ideias, das estruturas linguísticas e da organizaçãodo texto VI, julgue C ou E.A recorrente citação de Os Sertões, a descrição dos processos de reescritura dessa obra pelo autor e a enumeração dos temas nela abordados evidenciam que o objetivo central do texto VI é a reapresentação desse livro aos leitores.",Certo | Errado,e,2010,,2,Certo,Errado
5202,Q422867,"No texto V, o emprego de ""engravecia"" (l.3) e de ""vão-se-lhe"" (l.32) ilustra a afirmação da autora do texto VI a respeito da preocupação de Euclides da Cunha ""com o uso de uma língua portuguesa castiça e até arcaizante"" (l.5).",Certo | Errado,c,2010,,2,Certo,Errado
5203,Q422877,"Com relação ao texto acima apresentado, julgue os itensA palavra ""mas"" (L.19), no texto, tem sentido semelhante ao expresso pelo conectivo e no seguinte período: Assinou o documento, e se esqueceu de levá-lo.",Certo | Errado,c,2010,,2,Certo,Errado
5204,Q422878,"Com relação ao texto acima apresentado, julgue os itensInfere-se do texto que o novo sistema de identificação representa um avanço para o trabalho da polícia brasileira.",Certo | Errado,c,2010,,2,Certo,Errado
5205,Q422879,"O vocábulo ""sequer"" (L.14) atribui sentido negativo ao trecho que introduz, o qual poderia ser corretamente reescrito do seguinte modo: não sendo registrados como desobediência civil ou protesto.",Certo | Errado,c,2010,,2,Certo,Errado
5208,Q423375,"Com relação às ideias e às estruturas do texto acima, julgue ositens a seguir.Na linha 2, a palavra ""resgate"" é empregada com o mesmo sentido a ela atribuído na seguinte frase: O resgate dos náufragos foi bem-sucedido.",Certo | Errado,e,2010,,2,Certo,Errado
5209,Q423376,"Julgue os itens seguintes, relativos às ideias e estruturas do textoacima.O emprego do sinal indicativo de crase na linha 15 é exigido pelo vocábulo ""superior"" (L.15) e está vinculado à expressão ""cobertura previdenciária"" (L.14), que antecede elipticamente a expressão ""dos homens"" (L.15) .",Certo | Errado,c,2010,,2,Certo,Errado
5210,Q423377,"Os jovens do Norte e do Nordeste do Brasil estão muitomais vulneráveis à violência do que os do principal eixometropolitano do país. Maceió é a capital mais violenta paraquem tem entre 12 e 29 anos de idade, seguida por outras seiscapitais dessas regiões. São Paulo é a mais segura para ajuventude. O Rio é a oitava capital mais violenta e está na64.ª posição entre as 266 cidades com mais de 100 mil habitantes.A cidade mais violenta do Brasil para os jovens é Itabuna, naBahia.O ranque foi divulgado pelo Ministério da Justiça e peloFórum Brasileiro de Segurança Pública, que desenvolveu umindicador inédito, o índice de vulnerabilidade juvenil à violência(IVJV), a partir de cinco diferentes indicadores sociais: taxa dehomicídios; mortes em acidentes de trânsito; empregabilidade eeducação; pobreza; e taxa da desigualdade social.O Globo, 25/11/2009, p. 14 (com adaptações).Tendo o texto acima como referência inicial e considerandoaabrangência do tema e sua importância para a compreensão doquadro social brasileiro dos dias atuais, julgue os itens que seseguem.Por sua proximidade geográfica com grandes centros mundiais produtores de drogas, como a Colômbia e a Bolívia, por exemplo, as capitais da região Norte abrigam os principais grupos e facções do crime organizado que se encarregam de abastecer e controlar o mercado consumidor de cocaína nas demais regiões do país.",Certo | Errado,e,2010,,2,Certo,Errado
5211,Q423400,"Essa história de que a televisão acabou com a literatura,o computador acabou com o livro, a Internet acabou com não seio quê, isso é uma constatação apocalíptica que não tem o menorsentido. Já que estou falando em apocalíptico, vou lembrar deUmberto Eco, que é um dos maiores homens de letras. Ele dizque a Internet veio para salvar a palavra escrita. Se a televisãoestava matando, a Internet pode salvá-la. É um raciocíniointeressantíssimo. Realmente, nunca se escreveu tanto como seescreve hoje. Eu não sei se estão escrevendo melhor, tem essenegócio dos e-mails, como vc, tc, tb [abreviações de você, teclare também], mas a verdade é que estão escrevendo muito. E issoé bom, é melhor que não estar escrevendo como a geraçãoanterior, antes da Internet, que ficava diante da televisão.Zuenir Ventura apud Pollyana Ferrari.Jornalismo digital, p. 81 (com adaptações).Com relação às ideias do texto acima, julgue osNos e-mails, é natural a utilização de uma variação de escrita, conhecida na Web como internetês.",Certo | Errado,c,2010,,2,Certo,Errado
5212,Q423403,"As próximas décadas trarão muitos desafios para ahumanidade. Teremos de encontrar alternativas de energia paramanter nosso padrão de vida sem acabar com a atmosfera.Aprender a reciclar tudo em uma escala inimaginável e tambéma conciliar o consumo com a sabedoria da conservação. Mesmoem meio à redução da atividade econômica global, o impactohumano no ambiente do planeta nunca foi tão grande. Chegamosao ponto em que a nossa ânsia para acumular cada vez mais noslevou a alcançar limites críticos dos recursos naturais do planeta.É evidente que há uma interligação entre todos os problemas -meio ambiente, população, alimentos, acesso à água doce e àsmatérias-primas.National Geographic Brasil. O estadodo planeta, 2010, p. 75 (com adaptações).Tendo o texto acima como referência inicial, julgue os itens aseguir, relativos a desenvolvimento sustentável.A recuperação econômica mundial, em especial em países com grandes populações como China e Índia, retoma a pressão sobre o uso dos recursos naturais do planeta, na medida em que tais países utilizam quantidades significativas de combustíveis não renováveis.",Certo | Errado,c,2010,,2,Certo,Errado
5213,Q423404,"Com base no texto acima, julgue os itens que se seguem.O termo ""sob a proteção de Deus"" (L.9) poderia ser substituído por perante à proteção de Deus, mantendo-se a correção gramatical do texto.",Certo | Errado,e,2010,,2,Certo,Errado
5214,Q423660,"A respeito da qualidade real da informação teórica juntada ao conhecimento recente na área, a autora defende não haver consenso seja na ciência econômica, seja nas demais ciências sociais.",Certo | Errado,c,2010,,2,Certo,Errado
5215,Q423709,"Amazônia: um pouco antes do fimJulgue os itens a seguir, relativos à compreensão e à interpretaçãodo texto.Segundo a lógica que o autor expõe no texto, o termo desenvolvimento, quando se observa a situação da Amazônia, pode representar não apenas aspectos positivos, mas também uma atitude danosa do homem.",Certo | Errado,c,2010,,2,Certo,Errado
5216,Q423711,"Uma exploração racional da AmazôniaTendo em vista as informações veiculadas no texto acima, além deseus aspectos gramaticais e textuais, julgue os próximos itens.Com relação à tipologia textual, é correto afirmar que se trata de um texto predominantemente narrativo, em que o autor expõe deliberadamente o seu ponto de vista sobre a exploração da Amazônia por meio de uma pequena história.",Certo | Errado,e,2010,,2,Certo,Errado
5217,Q423712,"Uma exploração racional da AmazôniaTendo em vista as informações veiculadas no texto acima, além deseus aspectos gramaticais e textuais, julgue os próximos itens.Caso seja retirado o acento grave no trecho ""em oposição à exploração"" (L.18-19), mantêm-se a correção gramatical e o sentido da frase.",Certo | Errado,e,2010,,2,Certo,Errado
5218,Q423733,"A autora defende que, na economia e nas ciências sociais em geral, não há consenso sobre a verdadeira qualidade da informação teórica incorporada ao conhecimento recente na área. Tal afirmação pode ser inferida da leitura do primeiro parágrafo. Cada um dos itens de 5 a 8 apresenta uma proposta de reescrita dessa asserção, devendo ser julgado certo se mantiver, com correção gramatical, o sentido dessa assertiva, ou errado, em caso contrário.Quanto ao consenso nas ciências sociais sobre a verdadeira qualidade da informação teórica incorporada para o conhecimento recente em ciência econômica, a autora defende que não há.",Certo | Errado,e,2010,,2,Certo,Errado
5219,Q423734,"Com referência às ideias e à tipologia do texto, julgue os itenssubsequentes.Embora esteja empregada de modo correto, a palavra ""rezam"" (L.14) poderia ser substituída, sem prejuízo para o sentido e a correção gramatical do texto, por ditam ou por estabelecem.",Certo | Errado,c,2010,,2,Certo,Errado
5220,Q423735,"A Apple, dirigida pelo carismático Steve Jobs, tornou-sea mais fulgurante empresa da era digital. Jobs apresentou ao mundosua nova aposta, o iPad, um aparelho maior que um telefonecelular e menor que um computador portátil. Se não convenceuinteiramente os comentaristas tecnológicos, é unânime a previsãode que o iPad ""fará dinheiro"".A expressão ""fazer dinheiro"", como sinônimo de criaçãode riqueza, nasceu com a transformação dos Estados Unidos daAmérica (EUA) em potência tecno-militar-industrial. Antes disso,vigorava a noção mercantilista de que a riqueza apenas mudava dedono, sendo herdada ou tomada de alguém mais fraco ou menoshábil, pelo comércio, pela trapaça e pela guerra de conquista. O quelibertou as forças econômicas desse jogo de soma zero, em que oganho de alguns não aumentava o bolo geral de riqueza, foi ainovação, aliada a sua irmã gêmea, a produtividade.Veja, 3/2/2010, p. 12-3 (com adaptações).Tendo o texto acima comoreferência inicial e considerandoaspectos marcantes do atual estágio da economia mundial,fortemente marcado pelo papel nele desempenhado peloconhecimento, julgue os itens de 21 a 25.O atual estágio da economia mundial, comumente identificado como globalização, tem nas inovações tecnológicas que se processam no campo das comunicações um de seus instrumentos fundamentais, pois elas permitem, entre outros importantes aspectos, a rápida circulação de informações e de capitais.",Certo | Errado,c,2010,,2,Certo,Errado
5221,Q423746,"Acerca do texto, julgue os itens a seguir.A autora defende que, na economia e nas ciências sociais em geral, não há consenso sobre a verdadeira qualidade da informação teórica incorporada ao conhecimento recente na área. Tal afirmação pode ser inferida da leitura do primeiro parágrafo. Cada um dos itens de 5 a 8 apresenta uma proposta de reescrita dessa asserção, devendo ser julgado certo se mantiver, com correção gramatical, o sentido dessa assertiva, ou errado, em caso contrário.A respeito da qualidade real da informação teórica juntada ao conhecimento recente na área, a autora defende não haver consenso seja na ciência econômica, seja nas demais ciências sociais.",Certo | Errado,c,2010,,2,Certo,Errado
5222,Q423747,"Com referência às ideias e à tipologia do texto, julgue os itens subsequentes.Acerca dos elementos gramaticais presentes no texto, julgue os itens que se seguem. As palavras ""intransferível"", ""inquestionadamente"" e ""indivíduos"" possuem em sua estrutura elementos que indicam negação.",Certo | Errado,c,2010,,2,Certo,Errado
5229,Q424104,"Julgue os itens de 1 a 7 a respeito da organização das estruturaslinguísticas no desenvolvimento do texto.Uma forma correta de se evitar a repetição da conjunção e no primeiro período sintático do texto seria a substituição de sua ocorrência depois de ""vida"", na linha 5, por vírgula, deixando-se todos os termos da enumeração iniciada por ""nossa saúde"" separados por vírgula.",Certo | Errado,c,2010,,2,Certo,Errado
5230,Q424105,"Julgue os itens de 1 a 7 a respeito da organização das estruturaslinguísticas no desenvolvimento do texto.O desenvolvimento da argumentação no texto permite que a expressão ""nos seus ambientes de trabalho"" (L.17-18) seja empregada no singular - no seu ambiente de trabalho -; mas, como a opção pelo plural exige o uso do plural também em ""São eles"" (L.18), essa substituição exigiria alterações no último período do parágrafo.",Certo | Errado,e,2010,,2,Certo,Errado
5233,Q424341,"Ginkgo biloba: o chá das folhas é seguro?Com base nas informações do texto I, julgue os itens referentes aoG. biloba, sua composição e seu uso.Desde que os extratos de G. biloba sejam produzidos de forma natural, não há restrições quanto ao seu uso terapêutico.",Certo | Errado,e,2010,,2,Certo,Errado
5234,Q424342,"Considerando o texto I, julgue os itens a seguir, relativos a aspectosde correção gramatical.A palavra ""neles"" (L.36) refere-se a ""os tecidos periféricos e o cérebro"" (L.35).",Certo | Errado,e,2010,,2,Certo,Errado
5235,Q424343,"No primeiro período do texto III, mantém-se a correção gramatical caso se coloque uma vírgula logo após ""só com receita médica"", a fim de se ressaltar o caráter explicativo do termo.",Certo | Errado,e,2010,,2,Certo,Errado
5236,Q424530,"Julgue os próximos itens com relação às ideiasdesenvolvidas no texto acima e à sua organizaçãolinguística.Com a supressão de certos termos de natureza acessória, o período ""O rio Amazonas, o maior do mundo em extensão e volume, despeja no mar, em um único dia, a mesma quantidade de água que o Tâmisa, que atravessa Londres, leva um ano para lançar"" (L.4-7) pode ser reescrito, sem prejuízo da correção gramatical, na forma a seguir: O rio Amazonas despeja no mar a mesma quantidade de água em que o Tâmisa leva um ano.",Certo | Errado,e,2010,,2,Certo,Errado
5237,Q424993,"No que se refere às ideias, à organização, bem como aos aspectosgramaticais do texto acima, julgue os itens de 1 a 11.A correção gramatical do texto seria mantida caso o trecho Não é admissível (L.17-18) fosse substituído por Não se admitem.",Certo | Errado,e,2010,,2,Certo,Errado
5238,Q425160,"Com relação ao texto acima, julgue os itens de 1 a 10.As sequências é falado o talian (L.24) e onde se fala ucraniano (L.26-27), embora apresentem estruturas gramaticais diferentes, constituem formas de se omitir o agente de uma ação verbal.",Certo | Errado,c,2009,,2,Certo,Errado
5239,Q425168,"Galileu. São Paulo: Globo, n.º 214, maio/2009, p. 37 (com adaptações).As aspas empregadas no primeiro parágrafo marcam discurso direto.",Certo | Errado,c,2009,,2,Certo,Errado
5240,Q425169,"Língua Portuguesa. São Paulo: Escala Editorial, n.º 17, 2009, p. 42-5 (com adaptações).A substituição de haver por existir em estima-se haver mais de duzentas línguas vivas no território (l.1-2) estaria de acordo com as exigências da língua escrita padrão.",Certo | Errado,e,2009,,2,Certo,Errado
5241,Q425176,"Galileu. São Paulo: Globo, n.º 214, maio/2009, p. 37 (com adaptações).Seria gramaticalmente correto o emprego, sem o acento circunflexo, da forma verbal vêm em Os estudos que vêm sendo publicados (l.29), visto que, nesse caso, a concordância pode ocorrer também com o pronome que.",Certo | Errado,e,2009,,2,Certo,Errado
5242,Q425292,"A respeito do texto acima, julgue os itens de 11 a 20.Seria gramaticalmente correto o emprego, sem o acento circunflexo, da forma verbal vêm em Os estudos que vêm sendo publicados (L.29), visto que, nesse caso, a concordância pode ocorrer também com o pronome que.",Certo | Errado,e,2009,,2,Certo,Errado
5243,Q425293,"A respeito do texto acima, julgue os itens de 11 a 20.As aspas empregadas no primeiro parágrafo marcam discurso direto.",Certo | Errado,c,2009,,2,Certo,Errado
5244,Q425373,"Com relação ao texto apresentado acima, julgue os itens a seguir. No início do segundo parágrafo, as relações semânticas entre as orações permitem que, em lugar do sinal de ponto logo depois de consumo (l.13), sejam usados os dois-pontos, sem que se provoque com isso erro gramatical, desde que o termo Mensagens seja grafado com inicial minúscula.",Certo | Errado,c,2009,,2,Certo,Errado
5245,Q425375,"Julgue os seguintes itens, a respeito das estruturas linguísticas e da organização das ideias do texto acima. No que diz respeito às relações de coesão textual, é correto afirmar que o conectivo que (l.14) substitui a expressão direitos e valores (l.13).",Certo | Errado,e,2009,,2,Certo,Errado
5250,Q425632,"Malba Tahan. O homem que calculava, cap. XI, p. 53 (com adaptações).A respeito das ideias e estruturas linguísticas do texto acima,julgue os itens a seguir.Respeitando-se as normas gramaticais, seria possível reescrever o período iniciado com ""Só"" (l.9), flexionando-se a palavra ""grandezas"" (L.10) no singular, da seguinte forma: Só são, entretanto, suscetíveis de medida a grandeza que admite um elemento como base de comparação.",Certo | Errado,e,2009,,2,Certo,Errado
5251,Q425633,"Os itens seguintes constituem artigos, transcritos com modificações,do Código de Conduta Ética Profissional dos servidores doINMETRO, disponível na Internet:.Julgue-os com relação à correção gramatical.Todo cidadão que houver de tomar posse ou tiver de ser investido em cargo do INMETRO deverá prestar compromisso solene de aceitação do Código de Conduta Ética Profissional, perante a Comissão de Ética do INMETRO (CEI).",Certo | Errado,c,2009,,2,Certo,Errado
5252,Q425634,"Com relação ao texto acima, julgue os itens que se seguem.Considerando o sentido da expressão ""como uma vara"" (L.4) no texto, o segmento presente nas linhas 3 e 4 pode ser corretamente reescrito dessas duas maneiras: 1) comparando o comprimento de um objeto, que consideravam padrão - poderia ser uma vara -, com o comprimento; 2) comparando o comprimento de um objeto, que consideravam padrão (uma vara, por exemplo), com o comprimento.",Certo | Errado,c,2009,,2,Certo,Errado
5253,Q426037,"Com relação ao texto acima, julgue os itens que se seguem.Na linha 1, em ""à fome"", o emprego do acento grave justifica-se pela regência de ""combate"" e pela presença de artigo definido feminino antes de ""fome"".",Certo | Errado,c,2009,,2,Certo,Errado
5254,Q426039,"Com base no texto acima, julgue os itens a seguir.O termo ""a fome"" (L.5) está entre vírgulas porque funciona, no trecho, como um vocativo.",Certo | Errado,e,2009,,2,Certo,Errado
5255,Q426040,"Considerando o texto acima, julgue os itens subsequentes.Na linha 19, o emprego da preposição ""de"" em ""os alimentos de que"" é exigido pela regência de ""necessitam"" (L.20).",Certo | Errado,c,2009,,2,Certo,Errado
5256,Q426225,"Com base nas ideias e estruturas do texto acima, julgue os itensa seguir.As aspas utilizadas nas linhas 8 e 15 servem para realçar o uso metafórico ou figurado da linguagem, conferindo-lhe também, pelo exagero, um valor de ironia.",Certo | Errado,c,2009,,2,Certo,Errado
5257,Q426226,"Com relação ao texto acima, julgue os itens que se seguem.Do uso da conjunção ""como"" (L.1) subentende-se, na argumentação do texto, uma comparação entre ""homem"" (L.1) e ""organização social"" (L.3).",Certo | Errado,e,2009,,2,Certo,Errado
5258,Q426227,"Com relação ao texto acima, julgue os itens que se seguem.No termo ""em que"" (L.4), o uso da preposição antes do pronome relativo é obrigatório devido às relações sintáticas que se estabelecem entre os termos ""organização social"" (L.3) e ""nova confirmação"" (L.5).",Certo | Errado,c,2009,,2,Certo,Errado
5259,Q426228,"Julgue os seguintes itens, a respeito do texto acima.A conjunção ""Se"" (L.1) introduz, na organização dos argumentos do texto, uma condição sem a qual não teria sido possível investigar a ""cabeça do investidor"" (L.4-5).",Certo | Errado,e,2009,,2,Certo,Errado
5260,Q426229,"Julgue os seguintes itens, a respeito do texto acima.O sinal de dois-pontos depois de ""investidor"" (L.17) introduz uma explicação sobre ""Esse é um dado"" (L.16).",Certo | Errado,c,2009,,2,Certo,Errado
5261,Q426230,"O primeiro-ministro britânico Gordon Brown afirmouque o Reino Unido apoia a candidatura brasileira a uma vagapermanente no Conselho de Segurança da Organização dasNações Unidas (ONU). ""O Brasil tem o respaldo total dogoverno britânico para ser membro permanente do Conselho deSegurança da ONU"", disse Brown, durante um seminário sobrea próxima cúpula do G-20.Brown ressaltou que, além da vaga no conselho, oBrasil também deve participar mais da agenda global, sendomais efetivo na administração do Fundo MonetárioInternacional (FMI) e do Banco Mundial. Segundo ele, o Brasilterá um papel importante na solução dos quatro grandesdesafios que o mundo tem para enfrentar: a estabilidadefinanceira, as mudanças climáticas, o extremismo social ereligioso e o crescimento da pobreza.Inglaterra quer Brasil na ONU. In: Diário doNordeste. Fortaleza, 27/3/2009 (com adaptações).Tendo o texto acima como referência inicial, julgue ositenssubsequentes.Estados Unidos da América, Itália, Alemanha, China e Rússia são países-membros permanentes do Conselho de Segurança da ONU.",Certo | Errado,e,2009,,2,Certo,Errado
5262,Q426231,"Em 22 de março, comemora-se o dia Mundial das Águas.Parece absurdo falar em preservar água, sendo que ela aparentaexistir em abundância, parece até ser algo infinito. Mas, a verdadenão é bem essa. De toda a água existente no mundo, apenas 3% sãode água doce e grande parte não está própria para o consumohumano, haja vista a grande incidência da poluição dos rios,córregos e diversos outros mananciais. Do que sobra, 69% sãoutilizados na agricultura, 21% na indústria e apenas 10% são parao uso doméstico.Página 20. Editorial. Rio Branco, 22/3/2009 (com adaptações).Com relação ao assunto abordado no texto acima, julgue osseguintes itens.Os percentuais mencionados no texto indicam o equívoco do conceito de desenvolvimento sustentável, pois, ao se aumentar as atividades industrial e agrícola, há maior consumo de água e, possivelmente, aumento da sua poluição.",Certo | Errado,e,2009,,2,Certo,Errado
5263,Q426301,"A partir do texto ao lado, de Michael Moyer, julgue os itens aseguir.O emprego de vírgula imediatamente após o trecho ""em 2014"" (L.45) mantém a correção gramatical do período.",Certo | Errado,e,2009,,2,Certo,Errado
5264,Q426609,"Preservam-se a correção gramatical e a coerência das ideias que se desenvolvem a partir da definição de ""sinergia"" (l.1) ao se acrescentar o seguinte trecho ao final do texto: Já sob baixa sinergia, as ações entre os membros do grupo tendem a acirrar conflitos e discórdias.",Certo | Errado,c,2009,,2,Certo,Errado
5265,Q426610,"Devido ao valor causal que exerce no período sintático, o trecho ""Sendo concretas"" (l.8) corresponde a Por serem concretas, pelo qual poderia ser substituído sem prejudicar a correção gramatical ou a coerência textual.",Certo | Errado,c,2009,,2,Certo,Errado
5266,Q426611,"Julgue os próximos itens, com base na análise do uso das estruturas linguísticas no texto.Fazendo ajustes na pontuação e nas letras iniciais, o desenvolvimento das ideias do texto permite ligar a oração iniciada por ""A cultura mais sofisticada (...)"" (l.11-13) à que a antecede por uma conjunção que explicite sua função explicativa, escrevendo-se: A cultura refinada nunca foi para muita gente, pois a cultura mais sofisticada e profunda sempre foi um fenômeno restrito em que as barreiras de acesso sempre foram enormes.",Certo | Errado,c,2009,,2,Certo,Errado
5267,Q426612,"A partir da conjunção ""mas"" (l.11), subentende-se da organização das ideias no texto que um ""processo de longo prazo"" (l.10-11) pode não dispor de ""sólidas fundações"" (l.11) antes de ser definitivo.",Certo | Errado,c,2009,,2,Certo,Errado
5268,Q426777,"Julgue os seguintes itens, tomando por base a organização dotexto acima.Na linha 2, a repetição da preposição de antes de ""superação"", ""particular"" e ""afirmação"" indica que esses três termos estão empregados como complemento do nome ""processo"", caracterizando-o como acontecimento na história.",Certo | Errado,e,2009,,2,Certo,Errado
