id,number,context,question,alt_a,alt_b,alt_c,alt_d,alt_e,correct,context_images,subject_code,year,subject
1503,5,"El eclipse Cuando Fray Bartolomé Arrazola se sintió perdido aceptó que ya nada podría salvarlo. La selva poderosa de Guatemala lo había apresado, implacable y definitiva. Ante su ignorancia topográfica se sentó con tranquilidad a esperar la muerte. Al despertar se encontró rodeado por un grupo de indígenas de rostro impasible que se disponía a sacrificarlo ante un altar, un altar que a Bartolomé le pareció como el lecho en que descansaría, al fin, de sus temores, de su destino, de sí mismo. Tres años en el país le habían conferido un mediano dominio de las lenguas nativas. Intentó algo. Dijo algunas palabras que fueron comprendidas. Entonces floreció en él una idea que tuvo por digna de su talento y de su cultura universal y de su arduo conocimiento de Aristóteles. Recordó que para ese día se esperaba un eclipse total de sol. Y dispuso, en lo más íntimo, valerse de aquel conocimiento para engañar a sus opresores y salvar la vida. — Si me matáis — les dijo — puedo hacer que el sol se oscurezca en su altura. Los indígenas lo miraron fijamente y Bartolomé sorprendió la incredulidad en sus ojos. Vio que se produjo un pequeño consejo, y esperó confiado, no sin cierto desdén. Dos horas después el corazón de Fray Bartolomé Arrazola chorreaba su sangre vehemente sobre la piedra de los sacrificios (brillante bajo la opaca luz de un sol eclipsado), mientras uno de los indígenas recitaba sin ninguna inflexión de voz, sin prisa, una por una las infinitas fechas en que se producirían eclipses solares y lunares, que los astrónomos de la comunidad maya habían previsto y anotado en sus códices sin la valiosa ayuda de Aristóteles. MONTERROSO, A. Obras completas y otros cuentos. Bogotá: Norma, 1994 (adaptado).","No texto, confrontam-se duas visões de mundo: a da cultura ocidental, representada por Frei Bartolomé Arrazola, e a da mítica pré-hispânica, representada pela comunidade indígena maia. Segundo a narrativa,","os catequizadores espanhóis avalizam os saberes produzidos pelas comunidades indígenas hispano-americanas.","os indígenas da comunidade maia mostram-se perplexos diante da superioridade do conhecimento aristotélico do frei espanhol.","o catequizador espanhol Arrazola apresenta-se adaptado às culturas autóctones, ao promover a interlocução entre os conhecimentos aristotélico e indígena.","o episódio representa, de forma neutra, o significado do conhecimento ancestral indígena, quando comparado ao conhecimento ocidental.","os conhecimentos acadêmicos de Arrazola são insuficientes para salvá-lo da morte, ante a sabedoria astronômica da cultura maia.",E,,1,2017,lin
1504,7,"PROPAGANDA – O exame dos textos e mensagens de Propaganda revela que ele apresenta posições parciais, que refletem apenas o pensamento de uma minoria, como se exprimissem, em vez disso a convicção de uma população; trata-se, no fundo, de convencer o ouvinte ou leitor de que, em termos de opinião, está fora do caminho certo, e de induzi-lo a aderir às teses que lhes são apresentadas, por um mecanismo bem conhecido da psicologia social, o do conformismo induzido por pressões do grupo sobre o indivíduo isolado. BOBBIP, N.; MATTEUCCI, N.; PASQUINO, G. Dicionário de política. Brasília: UnB, 1998 (adaptado).","De acordo com o texto, as estratégias argumentativas e o uso da linguagem na produção da propaganda favorecem a","reflexão da sociedade sobre os produtos anunciados.","difusão do pensamento e das preferências das grandes massas.","imposição das ideias e posições de grupos específicos.","decisão consciente do consumidor a respeito de sua compra.","identificação dos interesses do responsável pelo produto divulgado.",C,,1,2017,lin
1505,10,"Textos e hipertextos: procurando o equilíbrio Há um medo por parte dos pais e de alguns professores de as crianças desaprenderem quando navegam, medo de elas viciarem, de obterem informação não confiável, de elas se isolarem do mundo real, como se o computador fosse um agente do mal, um vilão. Esse medo é reforçado pela mídia, que costuma apresentar o computador como um agente negativo na aprendizagem e na socialização dos usuários. Nós sabemos que ninguém corre o risco de desaprender quando navega, seja em ambientes digitais ou em materiais impressos, mas é preciso ver o que se está aprendendo e algumas vezes interferir nesse processo a fim de otimizar ou orientar a aprendizagem, mostrando aos usuários outros temas, outros caminhos, outras possibilidades diferentes daquelas que eles encontraram sozinhos ou daquelas que eles costumam usar. É preciso, algumas vezes, negociar o uso para que ele não seja exclusivo, uma vez que há outros meios de comunicação, outros meios de informação e outras alternativas de lazer. É uma questão de equilibrar e não de culpar. COSCARELLI, C. V. Linguagem em (Dis)curso, n. 3, set.-dez. 2009.","A autora incentiva o uso da internet pelos estudantes, ponderando sobre a necessidade de orientação a esse uso, pois essa tecnologia","está repleta de informações confiáveis que constituem fonte única para a aprendizagem dos alunos.","exige dos pais e professores que proíbam seu uso abusivo para evitar que se torne um vício.","tende a se tomar um agente negativo na aprendizagem e na socialização de crianças e jovens.","possibilita maior ampliação do conhecimento de mundo quando a aprendizagem é direcionada.","leva ao isolamento do mundo real e ao uso exclusivo do computador se a navegação for desmedida.",D,,1,2017,lin
1506,11,"O mundo revivido Sobre esta casa e’as árvores que o tempo esqueceu de levar. Sobre o curral de pedra e paz e de outras vacas tristes chorando a lua e a noite sem bezerros. Sobre a parede larga deste açude onde outras cobras verdes se arrastavam, e pondo o sol nos seus olhos parados iam colhendo sua safra de sapos. Sob as constelações do sul que a noite armava e desarmava: as Três Marias, o Cruzeiro distante e o Sete-Estrelo. Sobre este mundo revivido em vão, a lembrança de primos, de cavalos, de silêncio perdido para sempre. DOBAL, H. A província deserta . Rio de Janeiro: Artenova, 1974.","No processo de reconstituição do tempo vivido, o eu lírico projeta um conjunto de imagens cujo lirismo se fundamenta no","inventário das memórias evocadas afetivamente.","reflexo da saudade no desejo de voltar à infância.","sentimento de inadequação com o presente vivido.","ressentimento com as perdas materiais e humanas.","lapso no fluxo temporal dos eventos trazidos à cena.",A,,1,2017,lin
1507,9,"Romanos usavam redes sociais há dois mil anos, diz livro Ao tuitar ou comentar embaixo do post de um de seus vários amigos no Facebook, você provavelmente se sente privilegiado por viver em um tempo na história em que é possível alcançar de forma imediata uma vasta rede de contatos por meio de um simples clique no botão “enviar”. Você talvez também reflita sobre como as gerações passadas puderam viver sem mídias sociais, desprovidas da capacidade de verem e serem vistas, de receber, gerar e interagir com uma imensa carga de informações. Mas o que você talvez não saiba é que os seres humanos usam ferramentas de interação social há mais de dois mil anos. É o que afirma Tom Standage, autor do livro Writing on the Wall — Social Media, The first 2 000 Years (Escrevendo no mural — mídias sociais, os primeiros 2 mil anos, em tradução livre). Segundo Standage, Marco Túlio Cícero, filósofo e político romano, teria sido, junto com outros membros da elite romana, precursor do uso de redes sociais. O autor relata como Cícero usava um escravo, que posteriormente tornou-se seu escriba, para redigir mensagens em rolos de papiro que eram enviados a uma espécie de rede de contatos. Estas pessoas, por sua vez, copiavam seu texto, acrescentavam seus próprios comentários e repassavam adiante. “Hoje temos computadores e banda larga, mas os romanos tinham escravos e escribas que transmitiam suas mensagens”, disse Standage à BBC Brasil. “Membros da elite romana escreviam entre si constantemente, comentando sobre as últimas movimentações políticas e expressando opiniões.” Além do papiro, outra plataforma comumente utilizada pelos romanos era uma tábua de cera do tamanho e da forma de um tablet moderno, em que escreviam recados, perguntas ou transmitiam os principais pontos da acta diurna, um “jornal” exposto diariamente no Fórum de Roma. Essa tábua, o “iPad da Roma Antiga”, era levada por um mensageiro até o destinatário, que respondia embaixo da mensagem. NIDECKER, F. Disponível em: www.bbc.co.uk. Acesso em: 7 nov. 2013 (adaptado).","Na reportagem, há uma comparação entre tecnologias de comunicação antigas e atuais. Quanto ao gênero mensagem, identifica-se como característica que perdura ao longo dos tempos o(a)","imediatismo das respostas.","compartilhamento de informações.","interferência direta de outros no texto original.","recorrência de seu uso entre membros da elite.","perfil social dos envolvidos na troca comunicativa.",B,,1,2017,lin
1508,5,"British Government to Recruit Teens as Next Generation of Spies In the 50 years since the first James Bond movie created a lasting impression of a British secret agent, a completely different character is about to emerge. Britain’s intelligence agencies are to recruit their next generation of cyber spies by harnessing the talents of the “Xbox generation”. In an expansion of a pilot program, Foreign Secretary William Hague announced Thursday that up to 100 18-year-olds will be given the chance to train for a career in Britain’s secret services. The move to recruit school-leavers marks a break with the past, when agencies mainly drew their staff from among university graduates. “Young people are the key to our country’s future success, just as they were during the War”, Hague said. “Today we are not at war, but I see evidence every day of deliberate, organized attacks against intellectual property and government networks in the United Kingdom.” The new recruitment program, called the Single Intelligence Account apprenticeship scheme will enable students with suitable qualifications in science, technology or engineering, to spend two years learning about communications, security and engineering through formal education, technical training and work placements. JEARY, P. Disponível em: http://worldnews.nbcnews.com. Acesso em: 19 nov. 2012.","Segundo informações veiculadas pela NBC News, a geração digital já tem seu espaço conquistado nas agências britânicas de inteligência. O governo britânico decidiu que","enfrentará a guerra vigente e deliberada contra a propriedade intelectual no Reino Unido.","abandonará a política de contratação de universitários como agentes secretos.","recrutará jovens jogadores de Xbox como ciberespiões das agências de inteligência.","implantará um esquema de capacitação de adolescentes para atuarem como agentes secretos.","anunciará os nomes dos jovens a serem contratados pelas agências de inteligência.",D,,1,2017,lin
1509,12,"A ascensão social por meio do esporte mexe com o imaginário das pessoas, pois em poucos anos um adolescente pode se tornar milionário caso tenha um bom desempenho esportivo. Muitos meninos de famílias pobres jogam com o objetivo de conseguir dinheiro para oferecer uma boa qualidade de vida à família. Isso aproximou mais ainda o futebol das camadas mais pobres da sociedade, tornando-o cada vez mais popular. Acontece que esses jovens sonham com fama e dinheiro, enxergando no futebol o único caminho possível para o sucesso. No entanto, eles não sabem da grande dificuldade que existe no início dessa jornada em que a minoria alcança a carreira profissional. Esses garotos abandonam a escola pela ilusão de vencer no futebol, à qual a maioria sucumbe. O caminho até o profissionalismo acontece por meio de um longo processo seletivo que os jovens têm de percorrer. Caso não seja selecionado, esse atleta poderá ter que abandonar a carreira involuntariamente por falta de uma equipe que o acolha. Alguns podem acabar em subempregos, à margem da sociedade, ou até mesmo em vícios de correntes dese fracasso e dessa desilusão. Isso acontece porque no auge da sua formação escolar e na Condição juvenil de desenvolvimento, eles não se preparam e não são devidamente orientados para buscar alternativas de experiências mais amplas de ocupação fora e além do futebol. BALZANO, O N MORAIS, J. S. A formação do jogador de futebol e sua relação Com a escola EFDeportes, n. 172, set 2012 (adaptado)","Ao abordar o fato de, no Brasil, muitos jovens depositarem suas esperanças de futuro no futebol, o texto critica o(a)","despreparo dos jogadores de futebol para ajudarem suas famílias a superar a miséria.","garantia de ascensão social dos jovens pela carreira de jogador de futebol.","falta de investimento dos clubes para que os atletas possam atuar profissionalmente e viver do futebol.","investimento reduzido dos atletas profissionais em sua formação escolar, gerando frustração e desilusão profissional no esporte.","despreocupação dos sujeitos com uma formação paralela à esportiva, para habilitá-los a atuar em Outros setores da vida.",E,,1,2017,lin
1510,13,"Garcia tinha-se chegado ao cadáver, levantara o lenço e contemplara por alguns instantes as feições defuntas. Depois, como se a morte espiritualizasse tudo, inclinou-se e beijou-a na testa. Foi nesse momento que Fortunato chegou à porta. Estacou assombrado; não podia ser o beijo da amizade, podia ser o epílogo de um livro adúltero […]. Entretanto, Garcia inclinou-se ainda para beijar outra vez o cadáver, mas então não pôde mais. O beijo rebentou em soluços, e os olhos não puderam conter as lágrimas, que vieram em borbotões, lágrimas de amor calado, e irremediável desespero. Fortunato, à porta, onde ficara, saboreou tranquilo essa explosão de dor moral que foi longa, muito longa, deliciosamente longa. ASSIS, M. A causa secreta, Disponível em: www.dominimopublico.gov.br Acesso em: 9 out. 2015.","No fragmento, o narrador adota um ponto de vista que acompanha a perspectiva de Fortunato. O que singulariza esse procedimento narrativo é o registro do(a)","indignação face à suspeita do adultério da esposa.","tristeza compartilhada pela perda da mulher amada.","espanto diante da demonstração de afeto de Garcia.","prazer da personagem em relação ao sofrimento alheio.","superação do ciúme pela comoção decorrente da morte.",D,,1,2017,lin
1511,6,"TEXTO I Criatividade em publicidade: teorias e reflexões Resumo: O presente artigo aborda uma questão primordial na publicidade: a criatividade. Apesar de aclamada pelos departamentos de Criação das agências, devemos ter a consciência de que nem todo anúncio é, de fato, criativo. A partir do resgate teórico, no qual os Conceitos são tratados à luz da publicidade, busca-se estabelecer a compreensão dos temas. Para elucidar tais questões, é analisada uma campanha impressa da marca XXXX. As reflexões apontam que a publicidade criativa é essencialmente simples e apresenta uma releitura do cotidiano. Depexe, S D. Travessias: Pesquisas em Educação, Cultura, Linguagem e Artes, n. 2, 2008.","Os dois textos apresentados versam sobre o tema Criatividade. O Texto I é um resumo de Caráter Científico e o Texto II, uma homenagem promovida por um site de publicidade. De que maneira O Texto II exemplifica o conceito de criatividade em publicidade apresentado no Texto I?","Fazendo menção ao difícil trabalho das mães em criar seus filhos.","Promovendo uma leitura simplista do papel materno em seu trabalho de criar os filhos.","Explorando a polissemia do termo “criação”.","Recorrendo a uma estrutura linguística simples.","Utilizando recursos gráficos diversificados.",C,enem-data/enem-2017/6-images/context_img_0.png,1,2017,lin
1512,4,"Reader’s Digest, set. 1993.","Nesse texto publicitário são utilizados recursos verbais e não verbais para transmitir a mensagem. Ao associar os termos anyplace e regret à imagem do texto, constata-se que o tema da propaganda é a importância da","preservação do meio ambiente.","manutenção do motor.","escolha da empresa certa.","consistência do produto.","conservação do carro.",C,enem-data/enem-2017/4-images/context_img_0.png,1,2017,lin
1513,27,"E aqui, antes de continuar este espetáculo, e necessário que façamos uma advertência a todos e a cada um. Neste momento, achamos fundamental que cada um tome uma posição definida. Sem que cada um tome uma posição definida, não é possível continuarmos. É fundamental que cada um tome uma posição, seja para a esquerda, seja para a direita. Admitimos mesmo que alguns tomem uma posição neutra, fiquem de braços cruzados. Mas é preciso que cada um, uma vez tomada sua posição, fique nela! Porque senão, companheiros, as cadeiras do teatro rangem muito e ninguém ouve nada. FERNANDES, M.; RANGEL, F. Liberdade, liberdade. Porto Alegre: L&PM, 2009,","A peça Liberdade, liberdade, encenada em 1964, apresenta o impasse vivido pela sociedade brasileira em face do regime vigente. Esse impasse é representado no fragmento pelo(a)","barulho excessivo produzido pelo ranger das cadeiras do teatro.","indicação da neutralidade como a melhor opção ideológica naquele momento.","constatação da censura em função do engajamento social do texto dramático.","correlação entre o alinhamento politico e a posição corporal dos espectadores.","interrupção do espetáculo em virtude do comportamento inadequado do público.",D,,1,2017,lin
1514,22,"Nuances Euforia: alegria barulhenta. Felicidade: alegria silenciosa. Gravar: quando o ator é de televisão. Filmar: quando ele quer deixar claro que não é de televisão. Grávida: em qualquer ocasião. Gestante: em filas e assentos preferenciais. Guardar: na gaveta. Salvar: no Computador. Salvaguardar: no Exército. Menta: no sorvete, na bala ou no xarope. Hortelã: na horta ou no suco de abacaxi. Peça: quando você vai assistir. Espetáculo: quando você está em cartaz com ele. DUVIVIER, G. Folha de S. Paulo, 24 mar. 2014 (adaptado)","O texto trata da diferença de sentido entre vocábulos muito próximos. Essa diferença é apresentada considerando-se a(s)","alternâncias na sonoridade.","adequação às situações de uso.","marcação flexional das palavras.","grafia na norma-padrão da língua.","categorias gramaticais das palavras.",B,,1,2017,lin
1515,19,"O farrista Quando o almirante Cabral Pôs as patas no Brasil O anjo da guarda dos índios Estava passeando em Paris. Quando ele voltou de viagem O holandês já está aqui. O anjo respira alegre: “Não faz mal, isto é boa gente, Vou arejar outra vez.” O anjo transpôs a barra, Diz adeus a Pernambuco, Faz barulho, vuco-vuco, Tal e qual o zepelim Mas deu um vento no anjo, Ele perdeu a memória. E não voltou nunca mais. MENDES, M. História do Brasil. Rio de Janeiro: Nova Fronteira, 1992","A Obra de Murilo Mendes situa-se na fase inicial do Modernismo, cujas propostas estéticas transparecem, no poema, por um eu lírico que","configura um ideal de nacionalidade pela integração regional.","remonta ao colonialismo assente sob um viés iconoclasta.","repercute as manifestações do sincretismo religioso.","descreve a gênese da formação do povo brasileiro.","promove inovações no repertório linguístico.",B,,1,2017,lin
1516,20,"Uma noite em 67, de Renato Tera e Ricardo Calil. Editora Planeta, 296 páginas. Mas foi um noite, aquela noite de sábado 21 de outubro de 1967, que parou o nosso país. Parou pra ver a finalíssima do III Festival da Record, quando um jovem de 24 anos chamado Eduardo Lobo, o Edu Lobo, saiu carregado do Teatro Paramount em São Paulo depois de ganhar o prêmio máximo do festival com Ponteio, que cantou acompanhado da charmosa e iniciante Marília Medalha. Foi naquele noite que Chico Buarque entoou sua Roda viva ao lado do MPB-4 de Magro, o arranjador. Que Caetano Veloso brilhou cantando Alegria, alegria com a plateia ao com das guitarras dos Beat Boys, que Gilberto Gil apresentou a tropicalista Domingo no parque com os Mutantes. Aquela noite que acabou virando filme, em 2010, nas mãos de Renato Terra e Ricardo Calil, agora virou livro. O livro que está sendo lançado agora é a história daquela noite, ampliada e em estado que no jargão jornalístico chamamos de matéria bruta. Quem viu o filme vai se deliciar com as histórias – e algumas fofocas – que cada um tem para contar, agora sem os contes necessários que um filme exige. E quem não viu o filme tem diante de si um livro de histórias, pensando bem, de História. VILLAS, A. Disponível em: www.cartacapital.com.br. Acessado em: 18 jun. 2014 (adaptado).","Considerando os elementos constitutivos dos gêneros textuais circulantes na sociedade, nesse fragmento de resenha predominam","caracterização de personalidades do contexto musical brasileiro dos anos 1960.","questões polêmicas direcionadas à produção musical brasileira nos anos 1960.","relatos de experiências de artistas sobre os festivais de música de 1967.","explicação sobre o quadro cultural do Brasil durante a década de 1960.","opinião a respeito de uma obra sobre cena musical de 1967.",E,,1,2017,lin
1517,18,"A língua tupi no Brasil Há 300 anos, morar na vila de São Paulo de Piratininga (peixe seco, em tupi) era quase sinônimo de falar língua de índio. Em cada cinco habitantes da cidade, só dois conheciam o português. Por isso, em 1698, o governador da província, Artur de Sá e Meneses, implorou a Portugal que só mandasse padres que soubessem “a língua geral dos índios”, pois “aquela gente não se explica em outro idioma”. Derivado do dialeto de São Vicente, o tupi de São Paulo se desenvolveu e se espalhou no século XVII, graças ao isolamento geográfico da cidade e à atividade pouco cristã dos mamelucos paulistas: as bandeiras, expedições ao Sertão em busca de escravos índios. Muitos bandeirantes nem sequer falavam o português ou se expressavam mal. Domingos Jorge Velho, o paulista que destruiu o Ouilombo dos Palmares em 1694, foi descrito pelo bispo de Pernambuco como “um bárbaro que nem falar sabe”. Em suas andanças, essa gente batizou lugares como Avanhandava (lugar onde o índio corre), Pindamonhangaba (lugar de fazer anzol) e Itu (cachoeira). E acabou inventando uma nova língua. “ Os escravos dos bandeirantes vinham de mais de 100 tribos diferentes”, conta o historiador e antropólogo John Monteiro, da Universidade Estadual de Campinas. “Isso mudou o tupi paulista, que, além da influência do português, ainda recebia palavras de outros idiomas.” O resultado da mistura ficou conhecido como língua geral do sul, uma espécie de tupi facilitado. ÂNGELO, C. Disponível em: <http://super.abril.com.br>. Acesso em: 8 ago. 2012. (Adaptado).","O texto trata de aspectos sócio-históricos da formação linguística nacional. Ouanto ao papel do tupinaformação do português brasileiro, depreende-se que essa língua indígena","contribuiu efetivamente para o léxico, com nomes relativos aos traços característicos dos lugares designados.","originou o português falado em São Paulo no século XVII, em cuja base gramatical também está a fala de variadas etnias indígenas.","desenvolveu-se sob influência dos trabalhos de catequese dos padres portugueses, vindos de Lisboa.","misturou-se aos falares africanos, em razão das interações entre portugueses e negros nas investidas contra o Ouilombo dos Palmares.","expandiu-se paralelamente ao português falado pelo colonizador, e juntos originaram a língua dos bandeirantes paulistas.",A,,1,2017,lin
1518,15,"TEXTO I Terezinha de Jesus De uma queda foi ao chão Acudiu três cavalheiros Todos os três de chapéu na mão O primeiro foi seu pai O segundo, seu irmão O terceiro foi aquele A quem Tereza deu a mão ATISTA, M. F. B. M.; SANTOS, I. M. F. (Org.). Cancioneiro da Paraíba. João Pessoa: Grafset, 1993 (adaptado). TEXTO II Outra interpretação é feita a partir das condições sociais daquele tempo. Para a ama e para a criança para quem cantava a cantiga, a música falava do casamento como um destino natural na vida da mulher, na sociedade brasileira do século XIX, marcada pelo patriarcalismo. A música prepara a moça para o seu destino não apenas inexorável, mas desejável: o casamento, estabelecendo uma hierarquia de obediência (pai, irmão mais velho, marido), de acordo com a época e circunstâncias de sua vida. Disponível em: http://provsjose.blogspot.com.br. Acesso em: 5 dez. 2012.","O comentário do texto II sobre o texto I evoca a mobilização da língua oral que, em determinados contextos,","assegura a existência de pensamentos contrários à ordem vigente.","mantém a heterogeneidade das formas de relações sociais.","conserva a influência religiosa sobre certas culturas.","preserva a diversidade cultural e comportamental.","reforça comportamentos e padrões culturais.",E,,1,2017,lin
1519,26,"A atrizes Naturalmente Ela sorria Mas não me dava trela Trocava a roupa Na minha frente E ia bailar sem mais aquela Escolhia qualquer um Lançava olhares Debaixo do meu nariz Dançava colada Em novos pares Com um pé atrás Com um pé a fim – Surgiram outras Naturalmente Sem nem olhar a minha Cara Tomavam banho Na minha frente Para Sair com outro cara Porém nunca me importei Com tais amantes (…) com tantos filmes Na minha mente É natural que toda atriz Presentemente represente Muito para mim CHICOBUARQUE Carioca, Rio de Janeiro Biscoito Fino, 2006 (fragmento)","Na Canção, Chico Buarque trabalha uma determinada função da linguagem para marcar a subjetividade do eu lírico ante as atrizes que ele admira. A intensidade dessa admiração está marcada em","“Naturalmente. Ela sorria/ Mas não me dava trela”","“Tomavam banho/ Na minha frente/ Para sair com outro Cara”.","“Surgiram outras Naturalmente/ Sem nem olhar a minha Cara”.","“Escolhia qualquer um/Lançava olhares / Debaixo do meu nariz”.","“É natural que toda atriz Presentemente represente/ Muito para mim”.",E,,1,2017,lin
1520,25,"TEXTO I A língua ticuna é o idioma mais falado entre os indígenas brasileiros. De acordo com o pesquisador Aryon Rodrigues, há 40 mil índios que falam o idioma. A maioria mora ao longo do Rio Solimões, no Alto Amazonas. É a maior nação indígena do Brasil, sendo também encontrada no Peru e na Colômbia. Os ticunas falam uma língua considerada isolada, que não mantém semelhança com nenhuma outra língua indígena e apresenta complexidades em sua fonologia e sintaxe. Sua característica principal é o uso de diferentes alturas na voz. O uso intensivo da língua não chega a ser ameaçado pela proximidade de cidades ou mesmo pela convivência com falantes de outras línguas no interior da própria área ticuna: nas aldeias, esses outros falantes são minoritários e acabam por se submeter à realidade ticuna, razão pela qual, talvez, não representem uma ameaça linguística. Lingua Portuguesa, n. 52, few 2010 (adaptado) TEXTO II Riqueza da língua “O inglês está destinado a ser uma língua mundial em sentido mais amplo do que o latim foi na era passada e o francês é na presente”, dizia o presidente americano John Adams no século XVIII. A profecia se cumpriu o inglês é hoje a língua franca da globalização. No extremo oposto da economia linguística mundial, estão as línguas de pequenas comunidades declinantes. Calcula-se que hoje se falem de 6 000 a 7 000 línguas no mundo todo. Quase metade delas deve desaparecer nos próximos 100 anos, A última edição do Ethnologue – o mais abrangente estudo sobre as línguas mundiais -, de 2005, listava 516 línguas em risco de extinção. Veja, n. 36, set 2007 (adaptado).","Os textos tratam de línguas de culturas completamente diferentes, cujas realidades se aproximam em função do(a)","semelhança no modo de expansão.","preferência de uso na modalidade falada.","modo de organização das regras sintáticas.","predomínio em relação às outras línguas de contato.","fato de motivarem o desaparecimento de línguas minoritárias.",D,,1,2017,lin
1521,23,"Declaração de amor Esta é uma confissão de amor: amo a língua portuguesa. Ela não é fácil. Não é maleável. […] A língua portuguesa é um verdadeiro desafio para quem escreve. Sobretudo para quem escreve tirando das coisas e das pessoas a primeira capa de superficialismo. Às vezes ela reage diante de um pensamento mais c omplicado. As vezes se assusta com o imprevisível de uma frase. Eu gosto de manejá-la – Como gostava de estar montada num cavalo e guiá-lo pelas rédeas, às vezes a galope. Eu queria que a língua portuguesa chegasse ao máximo em minhas mãos. E este desejo todos os que escrevem têm. Um Camões e outros iguais não bastaram para nos dar para sempre uma herança de língua já feita. Todos nós que escrevemos estamos fazendo do túmulo do pensamento alguma coisa que lhe dê vida. Essas dificuldades, nós as temos. Mas não fale do encantamento de lidar com uma língua que não foi aprofundada. O que recebi de herança não me chega. Se eu fosse muda e também não pudesse escrever, e me perguntassem a que língua eu queria pertencer, eu diria. inglês, que é preciso e belo. Mas, como não nasci muda e pude escrever, tornou-se absolutamente claro para mim que eu queria mesmo era escrever em português. Eu até queria não ter aprendido outras línguas: só para que a minha abordagem do português fosse virgem e límpida. LISPECTOR, C. A descoberta do mundo Rio de Janeiro Rocco, 1999 (adaptado).","O trecho em que Clarice Lispector declara seu amor pela língua portuguesa, acentuando seu caráter patrimonial e Sua capacidade de renovação, é","“A língua portuguesa é um verdadeiro desafio para quem escreve.”","“Um Camões e outros iguais não bastaram para nos dar para sempre uma herança de língua já feita.”","“Todos nós que escrevemos estamos fazendo do túmulo do pensamento alguma coisa que lhe dê Vida.”","“Mas não falei do encantamento de lidar com uma língua que não foi aprofundada.”","“Eu até queria não ter aprendido outras línguas: só para que a minha abordagem do português fosse Virgem e límpida.”",B,,1,2017,lin
1523,29,"Fim de semana no parque Olha o meu povo nas favelas e vai perceber Daqui eu vejo uma caranga do ano Toda equipada e o tiozinho guiando Com seus filhos ao lado estão indo ao parque Eufóricos brinquedos eletrônicos Automaticamente eu imagino A molecada lá da área como é que tá Provavelmente correndo pra lá e pra cá Jogando bola descalços nas ruas de terra É, brincam do jeito que dá […] Olha só aquele clube, que da hora Olha aquela quadra, olha aquele campo, olha Olha quanta gente Tem sorveteria, cinema, piscina quente […] Aqui não vejo nenhum clube poliesportivo Pra molecada frequentar nenhum incentivo O investimento no lazer é muito escasso O centro comunitário é um fracasso RACIONAIS MCs. Racionais MCs. São Paulo: Zimbabwue, 1994 (fragmento)","A letra da canção apresenta uma realidade social quanto à distribuição distinta dos espaços de lazer que","retrata a ausência de opções de lazer para a população de baixa renda, por falta de espaço adequado.","ressalta a irrelevância das opções de lazer para diferentes classes sociais, que o acessam à sua maneira.","expressa o desinteresse das classes sociais menos favorecidas economicamente pelas atividades de lazer.","implica condições desiguais de acesso ao lazer, pela falta de infraestrutura e investimentos em equipamentos.","aponta para o predomínio do lazer contemplativo, nas classes favorecidas economicamente; e do prático, nas menos favorecidas.",D,,1,2017,lin
1524,32,"Naquela manhã de céu limpo e ar leve, devido à chuva torrencial da noite anterior, saí a caminhar com o sol ainda escondido para tomar tenência dos primeiros movimentos da vida na roça. Num demorou nem um tiquinho e o cheiro intenso do café passado por Dona Linda me invadiu as narinas e fez a fome se acordar daquela rema letárgica derivada da longa noite de sono. Levei as mãos até a água que corria pela bica feita de bambu e o contato gelado foi de arrepiar. Mas fui em frente e levei as mãos em concha até o rosto. Com o impacto, recuei e me faltou o fôlego por alguns instantes, mas o despertar foi imediato. Já aceso, entrei na cozinha na buscação de derrubar a fome e me acercar do aconchego do calor do fogão à lenha. Foi quando dei reparo da figura esguia e discreta de uma senhora acompanhada de um garoto aparentando uns cinco anos de idade já aboletada na ponta da mesa em proseio íntimo com a dona da casa. Depois de um vigoroso “Bom dia!”, de um vaporoso aperto de mãos nas apresentações de praxe, fiquei sabendo que Dona Flor de Maio levava o filho Adão para tratamento das feridas que pipocavam por seu corpo, provocando pequenas pústulas de bordas avermelhadas. GUIÂO, M. Disponível em: www.revistaecologico.com.br. Acesso em: 10 mar. 2014 (adaptado)","A variedade linguística da narrativa é adequada à descrição dos fatos. Por isso, a escolha de determinadas palavras e expressões usadas no texto está a serviço da","localização dos eventos de fala no tempo ficcional","composição da verossimilhança do ambiente retratado.","restrição do papel do narrador à observação das cenas relatadas.","construção mística das personagens femininas pelo autor do texto.","caracterização das preferências linguísticas da personagem masculina.",B,,1,2017,lin
